tail_length_no_ri,tail_length_ri,tail_length_ris,tail_length_no_ri_sex,tail_length_ri_sex,tail_length_ris_sex,sex,weight,species
37.8305396998816,39.422939127579696,21.385636049908193,41.8305396998816,43.422939127579696,25.385636049908193,M,74.09680406034148,9
43.208570997848994,48.77984439599077,35.12642432176388,43.208570997848994,48.77984439599077,35.12642432176388,F,77.14538826629216,7
42.65821764968192,44.25061707738002,27.791239836011666,42.65821764968192,44.25061707738002,27.791239836011666,F,67.61472295260427,9
47.73624242613715,42.38998156422568,46.84675461028553,47.73624242613715,42.38998156422568,46.84675461028553,F,69.25611310236731,3
45.10214674542229,42.97782086947938,40.75119311807303,45.10214674542229,42.97782086947938,40.75119311807303,F,61.82983867694758,8
45.07093281236681,53.330076333895455,66.601520313789,49.07093281236681,57.330076333895455,70.601520313789,M,73.17074611627272,6
48.837149352560374,50.42954878025847,31.152457478446095,48.837149352560374,50.42954878025847,31.152457478446095,F,79.18982404924463,9
48.30726410818819,49.89966353588629,30.853045990458767,48.30726410818819,49.89966353588629,30.853045990458767,F,78.24304344161379,9
43.88154522950487,41.59868702533343,27.753725410515266,43.88154522950487,41.59868702533343,27.753725410515266,F,67.18463512945249,4
51.24261457366076,52.83501400135886,36.49758067806066,51.24261457366076,52.83501400135886,36.49758067806066,F,67.11378029145999,9
41.35544376783374,42.94784319553184,25.913172915855785,41.35544376783374,42.94784319553184,25.913172915855785,F,69.9780128165714,9
53.95648975146999,59.50650889388207,35.65290933998994,53.95648975146999,59.50650889388207,35.65290933998994,F,89.96060669846351,5
42.207113358886254,40.060926339420696,41.62757567127724,46.207113358886254,44.060926339420696,45.62757567127724,M,63.626963793342554,1
39.91341256217372,40.04030906945264,16.997121142900493,43.91341256217372,44.04030906945264,20.997121142900493,M,73.20948405619802,2
52.406662932379895,47.06040207046842,53.11101491300874,56.406662932379895,51.06040207046842,57.11101491300873,M,94.02361821678927,3
47.99643531640149,53.54645445881357,33.927491375767595,51.99643531640149,57.54645445881357,37.927491375767595,M,73.99025114671191,5
42.83614211958851,40.7118162436456,38.50061055728429,46.83614211958851,44.7118162436456,42.50061055728429,M,61.401592961786065,8
49.87660387053126,47.730416851065705,49.413415498006295,49.87660387053126,47.730416851065705,49.413415498006295,F,68.35230564725939,1
47.59877011233185,53.17004351047363,39.0371391297779,47.59877011233185,53.17004351047363,39.0371391297779,F,79.85459978904878,7
52.891488747822905,58.44150789023499,39.55073754097379,56.891488747822905,62.44150789023499,43.55073754097379,M,71.24397128330227,5
40.36783709565341,45.939110493795184,33.65981309647191,40.36783709565341,45.939110493795184,33.65981309647191,F,69.38123636450217,7
37.798998431846385,39.39139785954448,21.971424713089743,41.798998431846385,43.39139785954448,25.97142471308974,M,71.56082765871541,9
38.22241600793614,38.34931251521506,14.457702985276708,42.22241600793614,42.34931251521506,18.457702985276708,M,75.90496647139221,2
61.01279523043205,69.27193875196069,85.77448326134049,65.01279523043205,73.27193875196068,89.77448326134049,M,90.98508771145826,6
48.581534995832854,43.23527413392138,48.00468462509692,52.581534995832854,47.23527413392138,52.00468462509692,M,74.11434887861115,3
52.25188803101496,46.90562716910348,52.42754779025726,52.25188803101496,46.90562716910348,52.42754779025726,F,85.80799496151518,3
49.185703643193364,47.061377767250455,44.13331533959952,49.185703643193364,47.061377767250455,44.13331533959952,F,81.30754115650566,8
54.86307779950313,60.4343511976449,47.361751578591594,58.86307779950313,64.4343511976449,51.361751578591594,M,73.86360104493859,7
45.841217505843254,45.968114013122175,27.186263232969893,45.841217505843254,45.968114013122175,27.186263232969893,F,59.67097997109402,2
39.875714856241146,45.42573399865323,26.92080401316682,39.875714856241146,45.42573399865323,26.92080401316682,F,69.7888268244748,5
38.095562820226505,46.35470634175515,59.06942451958153,38.095562820226505,46.35470634175515,59.06942451958153,F,70.10129546861526,6
53.16225156845696,47.815990706545485,52.67273951089514,57.16225156845696,51.815990706545485,56.67273951089514,M,75.47154432761528,3
56.80405241842082,54.65786539895526,56.824686594973755,56.80405241842082,54.65786539895526,56.824686594973755,F,88.0019867766682,1
56.4104899437069,58.002889371405,34.163705515281535,60.4104899437069,62.00288937140499,38.163705515281535,M,97.93078973831093,9
57.22016512277433,55.095839246831424,51.837607380128745,61.22016512277433,59.095839246831424,55.837607380128745,M,90.47581058983769,8
36.71808965879847,38.31048908649657,20.377449940079373,36.71808965879847,38.31048908649657,20.377449940079373,F,73.66849035671055,9
35.39165565754458,33.245468638079025,34.65965013941722,39.39165565754458,37.245468638079025,38.65965013941722,M,57.43472604442363,1
47.731136707271766,45.60681083132886,43.04590489338066,47.731136707271766,45.60681083132886,43.04590489338066,F,71.11220135928257,8
47.58147792024666,45.457152044303754,42.72411249969812,47.58147792024666,45.457152044303754,42.72411249969812,F,75.89207223073295,8
45.31562679976051,43.1913009238176,40.18607918326159,45.31562679976051,43.1913009238176,40.18607918326159,F,83.45013004067437,8
57.388970495806205,55.2646446198633,52.21710316983122,61.388970495806205,59.2646446198633,56.21710316983122,M,84.62527968484271,8
56.736843843092416,54.6125179671495,51.66516909942075,60.736843843092416,58.6125179671495,55.66516909942075,M,81.84309429416464,8
35.82342905871766,33.69910318277475,31.500657927486287,39.82342905871766,37.69910318277475,35.50065792748629,M,61.047256502005325,8
50.820882082551684,50.947778589830605,24.666703630681297,50.820882082551684,50.947778589830605,24.666703630681297,F,83.49643045633356,2
48.92028361516513,49.047180122444054,26.845984514196868,48.92028361516513,49.047180122444054,26.845984514196868,F,70.53442783572778,2
52.692637714399595,52.81953422167851,28.662565599516352,56.692637714399595,56.81953422167851,32.662565599516356,M,76.74802700161256,2
45.229017812694345,39.88275695078287,44.75713612255809,45.229017812694345,39.88275695078287,44.75713612255809,F,75.74551177173734,3
45.248134627012035,45.37503113429096,20.420581716504962,45.248134627012035,45.37503113429096,20.420581716504962,F,79.28166764970506,2
49.34875194835764,50.941151376055736,32.62391827168611,49.34875194835764,50.941151376055736,32.62391827168611,F,75.2467498282614,9
29.582533421923323,31.17493284962142,16.976881974547155,29.582533421923323,31.17493284962142,16.976881974547155,F,58.325249024143375,9
46.4320918771254,52.00336527526718,37.42616994655261,46.4320918771254,52.00336527526718,37.42616994655261,F,82.36495964773442,7
53.29806847703559,58.848087619447675,37.93781069531704,53.29806847703559,58.848087619447675,37.93781069531704,F,78.86026568349676,5
37.652749846037366,45.91189336756601,59.03329150577659,37.652749846037366,45.91189336756601,59.03329150577659,F,72.34348374721777,6
42.086836921320206,42.21373342859913,18.235100348092068,46.086836921320206,46.21373342859913,22.235100348092068,M,76.18144511046681,2
46.96626790877048,44.820080889304926,46.69976535483728,46.96626790877048,44.820080889304926,46.69976535483728,F,76.34038645368463,1
47.094729837118955,47.221626344397876,22.91918726942173,47.094729837118955,47.221626344397876,22.91918726942173,F,77.21019468561002,2
46.93400704145102,47.06090354872994,18.28946242661616,50.93400704145102,51.06090354872994,22.28946242661616,M,91.40846165977486,2
48.95164231478722,54.501661457199305,35.19578269460645,52.95164231478722,58.501661457199305,39.19578269460645,M,72.80949621066524,5
43.23304523400447,41.10871935806156,38.34728126462502,43.23304523400447,41.10871935806156,38.34728126462502,F,76.68065383884658,8
52.55162467832937,47.20536381641789,52.78364678203724,52.55162467832937,47.20536381641789,52.78364678203724,F,86.68383873069092,3
51.78804408187982,51.91494058915874,24.990068296914743,51.78804408187982,51.91494058915874,24.990068296914743,F,85.54181023376918,2
56.70945925605772,54.58513338011481,51.471785007921916,60.70945925605772,58.58513338011481,55.471785007921916,M,86.45263110380357,8
44.28275269613416,45.87515212383226,29.023709026761058,48.28275269613416,49.87515212383226,33.023709026761054,M,69.22531998940443,9
56.840673723722844,58.43307315142094,35.30128451758858,60.840673723722844,62.43307315142094,39.30128451758858,M,95.02482730292829,9
56.107208574661996,61.67848197280377,48.286709905986775,60.107208574661996,65.67848197280377,52.286709905986775,M,75.66700870930183,7
58.69373363363588,58.8206301409148,29.337820622401555,58.69373363363588,58.8206301409148,29.337820622401555,F,93.66851844706862,2
43.86318888289696,49.41320802530904,33.10850418566248,47.86318888289696,53.41320802530904,37.10850418566249,M,61.49097313969288,5
49.97941106592468,51.57181049362278,33.26356331486599,53.97941106592468,55.57181049362278,37.263563314866,M,75.20983586354238,9
56.60774598807229,51.261485126160814,56.89223476952897,60.60774598807229,55.261485126160814,60.89223476952897,M,87.49914570969216,3
50.60247139907599,52.194870826774086,35.678809907601156,54.60247139907599,56.194870826774086,39.678809907601156,M,67.84757812777204,9
43.45103435407832,49.0010534964904,31.11014976379674,43.45103435407832,49.0010534964904,31.11014976379674,F,67.47311031782257,5
44.021526214077696,41.89720033813479,39.53427458497822,48.021526214077696,45.89720033813479,43.53427458497822,M,65.61461296393107,8
52.08560426737766,52.21250077465659,31.918593492903423,56.08560426737766,56.21250077465659,35.918593492903426,M,64.47486720661263,2
42.66401076695061,50.92315428847925,63.73347761706365,42.66401076695061,50.92315428847925,63.73347761706365,F,70.62840466819601,6
55.61094076247609,53.48661488653318,50.66643594932903,55.61094076247609,53.48661488653318,50.66643594932903,F,78.31179172958981,8
34.39355653003479,42.652700051563436,52.60262566071914,34.39355653003479,42.652700051563436,52.60262566071914,F,54.857895020792796,6
57.11060054346261,65.36974406499125,79.35745387088781,57.11060054346261,65.36974406499125,79.35745387088781,F,77.11980433372293,6
50.352138333279584,48.069280129108144,30.065322762113222,50.352138333279584,48.069280129108144,30.065322762113222,F,87.3667504641657,4
53.616008707625895,51.46982168816034,53.81820248026285,57.616008707625895,55.46982168816034,57.818202480262855,M,95.37574018240434,1
59.18789308325057,57.063567207307656,53.89407119557836,63.18789308325057,61.063567207307656,57.89407119557836,M,88.01175992200587,8
56.10853148204436,57.70093090974246,37.601555403968334,56.10853148204436,57.70093090974246,37.601555403968334,F,82.56774763795961,9
41.62490219172875,49.88404571325739,60.35539227670822,45.62490219172875,53.88404571325739,64.35539227670822,M,57.7326960088567,6
45.8584091066675,54.117552628196144,66.62978902453905,49.8584091066675,58.117552628196144,70.62978902453905,M,68.98493291993218,6
46.949066733796414,47.07596324107533,24.577288524997158,50.949066733796414,51.07596324107533,28.577288524997158,M,71.47953543417383,2
61.29142304401701,62.883822471715106,42.91407494813119,65.29142304401701,66.8838224717151,46.91407494813119,M,82.03523902756895,9
39.80897085389069,37.684644977947784,35.02178546496232,43.80897085389069,41.684644977947784,39.02178546496232,M,73.94328665996225,8
36.275075274432794,30.92881441252132,34.94525214190052,40.275075274432794,34.92881441252132,38.94525214190052,M,62.41351371939828,3
49.526477925940114,44.18021706402864,50.09058997892217,49.526477925940114,44.18021706402864,50.09058997892217,F,91.84435708094115,3
56.860733910861526,58.453133338559624,37.97737652839318,56.860733910861526,58.453133338559624,37.97737652839318,F,84.11391291795962,9
47.45894168578579,55.71808520731443,69.75195500638979,51.45894168578579,59.71808520731443,73.7519550063898,M,77.37430272491025,6
52.94050077214507,58.51177417028685,43.08220646902188,56.94050077214507,62.51177417028685,47.08220646902188,M,87.18108610325811,7
49.722662655520814,55.29393605366259,44.38961568934795,49.722662655520814,55.29393605366259,44.38961568934795,F,61.612257127650274,7
47.90896922502632,53.4589883674384,31.82007923166026,51.90896922502632,57.4589883674384,35.820079231660266,M,81.608202977898,5
54.999411124649306,56.591810552347404,39.60756330122168,54.999411124649306,56.591810552347404,39.60756330122168,F,69.77087623686577,9
43.871523541035394,49.42154268344748,27.721845928009856,47.871523541035394,53.42154268344748,31.721845928009856,M,81.83745521850713,5
53.78506829194208,51.50221008777064,36.17204802242988,53.78506829194208,51.50221008777064,36.17204802242988,F,74.39178045339926,4
52.28040857803139,57.85168197617317,43.45772641282795,56.28040857803139,61.85168197617317,47.45772641282795,M,81.32960713031451,7
52.23458547533883,46.88832461342736,52.57416157291414,56.23458547533883,50.88832461342736,56.57416157291414,M,88.35517615059392,3
46.672265934649126,41.32600507273765,46.15710035439488,46.672265934649126,41.32600507273765,46.15710035439488,F,75.07290090316899,3
59.28266652365505,53.93640566174358,59.41762949180354,63.28266652365505,57.93640566174358,63.41762949180354,M,85.17558636952093,3
50.07685918614454,55.648132584286316,44.47773557405171,50.07685918614454,55.648132584286316,44.47773557405171,F,63.11565964852021,7
35.49963869256321,41.04965783497529,23.076331594782044,35.49963869256321,41.04965783497529,23.076331594782044,F,67.78395559563985,5
72.20156159872616,80.4607051202548,96.81943438740542,76.20156159872616,84.46070512025479,100.81943438740542,M,90.19217711388178,6
62.2766531370085,62.40354964428742,37.608929961759515,62.2766531370085,62.40354964428742,37.608929961759515,F,78.77387973023929,2
34.612276724553254,32.329418520381815,21.10300257098376,38.612276724553254,36.329418520381815,25.10300257098376,M,54.477771795662704,4
40.357903213553456,48.6170467350821,59.74623258320937,44.357903213553456,52.6170467350821,63.74623258320937,M,61.359625479176245,6
43.17835814437103,51.437501665899674,64.67655975813919,43.17835814437103,51.437501665899674,64.67655975813919,F,72.9921898441088,6
51.3638915787215,56.91391072113358,34.731540104617785,51.3638915787215,56.91391072113358,34.731540104617785,F,83.65779404334488,5
50.68988091265307,48.40702270848163,33.161477034354064,50.68988091265307,48.40702270848163,33.161477034354064,F,73.98116744284778,4
51.137751434756076,45.7914905728446,51.01957198320621,51.137751434756076,45.7914905728446,51.01957198320621,F,81.24187472020652,3
53.255061879960806,58.82633527810258,43.855336177752534,53.255061879960806,58.82633527810258,43.855336177752534,F,84.59005377787825,7
63.24931215779665,71.5084556793253,88.14258159139092,63.24931215779665,71.5084556793253,88.14258159139092,F,91.7105482886294,6
36.76074127347056,36.88763778074947,13.10455614786003,36.76074127347056,36.88763778074947,13.10455614786003,F,75.56016733274961,2
44.782875232086404,46.3752746597845,28.244646572668437,48.782875232086404,50.3752746597845,32.24464657266844,M,74.48018093819101,9
39.4558995606031,45.02717295874488,34.856381656008296,43.4558995606031,49.02717295874488,38.856381656008296,M,57.4676264085773,7
44.08113478385072,41.95680890790781,39.220124796303836,44.08113478385072,41.95680890790781,39.220124796303836,F,75.99327594087828,8
49.94558091195738,47.82125503601447,45.326276679755956,53.94558091195738,51.82125503601447,49.326276679755956,M,69.28149942104437,8
40.402423875369415,48.66156739689806,60.49817161814109,40.402423875369415,48.66156739689806,60.49817161814109,F,65.25990417195909,6
44.45456807589847,50.004587218310554,30.594915377523023,44.45456807589847,50.004587218310554,30.594915377523023,F,73.2009376895246,5
58.51977486636755,60.112174294065646,39.38434228516385,58.51977486636755,60.112174294065646,39.38434228516385,F,85.14943172743658,9
41.70772792186461,43.30012734956271,29.89388589364334,45.70772792186461,47.30012734956271,33.89388589364334,M,55.07251511311418,9
44.61206617465246,50.162085317064545,31.40833811246708,48.61206617465246,54.162085317064545,35.40833811246708,M,70.72720712794572,5
46.44440075398122,44.29821373451566,46.17361356501442,50.44440075398122,48.29821373451566,50.17361356501442,M,76.16637283582706,1
35.79313569880527,35.920032206084194,15.124699262871513,35.79313569880527,35.920032206084194,15.124699262871513,F,66.06792429945047,2
45.683091789738015,40.33683092782654,45.378108284523314,49.683091789738015,44.33683092782654,49.378108284523314,M,78.33902942499225,3
62.54960076372804,68.1208741618698,54.118990378342154,62.54960076372804,68.1208741618698,54.118990378342154,F,79.11429920615731,7
47.1477441354498,55.40688765697844,68.950195272646,47.1477441354498,55.40688765697844,68.950195272646,F,74.66963840724009,6
39.737968483416466,47.99711200494511,57.127782888692806,43.737968483416466,51.99711200494511,61.127782888692806,M,50.341018062399726,6
59.43465823800955,59.56155474528847,27.86094849986564,63.43465823800955,63.561554745288475,31.86094849986564,M,100.71458145866637,2
49.52262519346623,47.376438174000675,49.17256946222296,49.52262519346623,47.376438174000675,49.17256946222296,F,72.947007425318,1
50.49233236299848,45.14607150108701,50.39153170427625,54.49233236299848,49.14607150108701,54.39153170427625,M,81.5119328158767,3
55.688442233590024,57.28084166128812,38.35724785288509,55.688442233590024,57.28084166128812,38.35724785288509,F,77.73766491036548,9
50.10519908841983,50.23209559569875,23.400101094606796,54.10519908841983,54.23209559569875,27.400101094606796,M,85.2467323481835,2
43.042996388461944,40.918670512519036,37.92329938648233,43.042996388461944,40.918670512519036,37.92329938648233,F,83.17659446374088,8
50.94378255949595,48.81945668355304,46.194093721950054,54.94378255949595,52.81945668355304,50.194093721950054,M,72.90206828771491,8
48.202168728570946,49.794568156269044,30.616831463557222,48.202168728570946,49.794568156269044,30.616831463557222,F,78.78167772208506,9
50.0899937470318,47.80713554286036,34.29987112755752,50.0899937470318,47.80713554286036,34.29987112755752,F,65.54591168876107,4
52.40650638689313,50.12364818272169,32.90225848834342,56.40650638689313,54.12364818272169,36.90225848834342,M,83.56923010899318,4
52.463512524743756,50.3173255052782,52.050487662625166,56.463512524743756,54.3173255052782,56.050487662625166,M,70.38961661115646,1
61.33500156647817,61.46189807375709,30.24817283551452,61.33500156647817,61.46189807375709,30.24817283551452,F,99.1677335378821,2
37.4996281232602,43.07090152140198,32.71925403923154,41.4996281232602,47.07090152140198,36.71925403923154,M,58.48951104311813,7
48.80805682426907,46.683730948326165,44.14990883277502,48.80805682426907,46.683730948326165,44.14990883277502,F,70.36012757033986,8
49.33070716568887,50.92310659338697,30.656726453827734,49.33070716568887,50.92310659338697,30.656726453827734,F,83.25379862759243,9
58.474458890663,64.02447803307508,42.785126592584504,58.474458890663,64.02447803307508,42.785126592584504,F,80.10132546878664,5
45.28551489144254,50.83553403385462,32.511874593743585,45.28551489144254,50.83553403385462,32.511874593743585,F,69.10518961484999,5
32.36681082431443,40.62595434584307,52.421257065814046,32.36681082431443,40.62595434584307,52.421257065814046,F,65.03219257792477,6
45.861528123023334,43.715341103557776,45.59759542486671,45.861528123023334,43.715341103557776,45.59759542486671,F,76.44475704710696,1
39.266603300230244,44.81662244264233,24.96785530967177,39.266603300230244,44.81662244264233,24.96785530967177,F,74.85692586833086,5
27.65681728320669,35.915960804735334,46.27204116780612,31.65681728320669,39.915960804735334,50.27204116780612,M,57.097187627359396,6
47.9687985911073,53.518817733519384,33.54049938177897,47.9687985911073,53.518817733519384,33.54049938177897,F,75.34551067133852,5
51.69045476195047,49.54426774248491,51.43778795272684,51.69045476195047,49.54426774248491,51.43778795272684,F,76.90230315692457,1
44.56649754158264,50.116516683994725,29.766514957915106,44.56649754158264,50.116516683994725,29.766514957915106,F,76.74726396981842,5
35.58070315636689,33.45637728042398,31.135397925251862,35.58070315636689,33.45637728042398,31.135397925251862,F,64.44982957397319,8
46.87051265537131,44.7461867794284,41.87380669783426,50.87051265537131,48.7461867794284,45.87380669783426,M,79.76133278302629,8
46.64022432304379,44.49403730357823,46.68015544337922,50.64022432304379,48.49403730357823,50.68015544337922,M,88.7857013695924,1
53.29619099164942,58.867464389791195,44.78628076187307,57.29619099164942,62.867464389791195,48.78628076187307,M,79.56236403179813,7
44.694572673669825,39.34831181175835,43.44394127876905,44.694572673669825,39.34831181175835,43.44394127876905,F,63.64411529625657,3
37.34531510370941,35.06245689953797,20.50470614043528,37.34531510370941,35.06245689953797,20.50470614043528,F,70.64354530308096,4
46.110173789914505,51.68144718805628,37.79517983350009,50.110173789914505,55.68144718805628,41.79517983350009,M,78.46103619553607,7
49.500852118856706,55.07212551699848,42.94356322081223,49.500852118856706,55.07212551699848,42.94356322081223,F,68.5295436868173,7
35.87147214828324,41.442745546425016,31.987689267319745,39.87147214828324,45.442745546425016,35.987689267319745,M,53.42353664984723,7
51.96883356246546,60.227977083994105,75.43502648247426,51.96883356246546,60.227977083994105,75.43502648247426,F,83.84250820028208,6
45.438813061767426,47.031212489465524,30.79323360072164,49.438813061767426,51.031212489465524,34.793233600721635,M,66.70522388375483,9
47.76636962956243,45.483511425390994,31.20996629207441,51.76636962956243,49.483511425390994,35.20996629207441,M,69.26439729231717,4
61.050718738565614,62.64311816626371,40.725022477063845,61.050718738565614,62.64311816626371,40.725022477063845,F,90.03900609004535,9
47.4921021950411,42.145841333129624,46.474067138284575,47.4921021950411,42.145841333129624,46.474067138284575,F,67.25855070394596,3
44.84082238062223,39.49456151871075,44.86521108476268,48.84082238062223,43.49456151871075,48.86521108476268,M,83.45731540189296,3
39.384450979330204,37.260125103387296,35.013210515038786,39.384450979330204,37.260125103387296,35.013210515038786,F,62.393171211812245,8
47.23878046361401,48.83117989131211,31.437071476130495,51.23878046361401,52.83117989131211,35.43707147613049,M,71.45457596926022,9
46.58682052372695,44.44063350426139,46.26920315571901,46.58682052372695,44.44063350426139,46.26920315571901,F,74.26443980863522,1
30.760916471858582,28.478058267687143,15.430837302658613,34.76091647185858,32.478058267687146,19.430837302658606,M,63.313485755756446,4
40.535685050483536,38.38949803101798,40.079888614284,44.535685050483536,42.38949803101798,44.079888614284,M,68.65251735091091,1
52.42854799197385,57.97856713438593,38.16833815299664,52.42854799197385,57.97856713438593,38.16833815299664,F,74.71158447071686,5
51.64371565399558,53.236115081693676,33.34628023489726,55.64371565399558,57.236115081693676,37.34628023489726,M,81.7069596873393,9
31.88446509480085,37.434484237212935,21.92430422809448,35.88446509480085,41.434484237212935,25.92430422809448,M,58.49453456574891,5
46.830859835091346,44.70653395914844,42.13157403995272,46.830859835091346,44.70653395914844,42.13157403995272,F,71.50245760788732,8
50.48849482668818,48.20563662251674,31.191384777917737,50.48849482668818,48.20563662251674,31.191384777917737,F,82.56406438545484,4
48.165223567117614,48.292120074396536,26.381293794553443,52.165223567117614,52.292120074396536,30.381293794553443,M,69.61190840022408,2
59.169252617119554,57.023065597653996,58.925711269301786,63.169252617119554,61.023065597653996,62.925711269301786,M,77.27291921672942,1
42.38164219500787,37.035381333096396,42.17854448121639,46.38164219500787,41.035381333096396,46.17854448121639,M,79.92228570064431,3
46.31385746670441,51.88513086484619,38.137385612010014,50.31385746670441,55.88513086484619,42.137385612010014,M,77.67835015331683,7
50.0724736956449,47.948147819701994,45.011981366425054,50.0724736956449,47.948147819701994,45.011981366425054,F,81.53257679471382,8
36.20543169319426,41.75545083560634,22.194116174615466,36.20543169319426,41.75545083560634,22.194116174615466,F,73.7729133902262,5
45.2755174522386,45.402413959517524,23.097724080773258,49.2755174522386,49.402413959517524,27.097724080773258,M,70.86323486407879,2
31.31841005029295,32.91080947799105,21.0878306779853,31.31841005029295,32.91080947799105,21.0878306779853,F,48.56851047971021,9
58.21330875050084,63.763327892912926,44.123062525486446,62.21330875050084,67.76332789291293,48.123062525486446,M,74.07058981520528,5
35.061542412383154,43.3206859339118,57.70434807740093,39.061542412383154,47.3206859339118,61.70434807740093,M,79.30284696359988,6
57.61810004537817,65.87724356690681,80.45155792516464,61.61810004537817,69.87724356690681,84.45155792516464,M,80.3539884086815,6
49.76373158188936,55.335004980031144,43.044030224573476,53.76373158188936,59.335004980031144,47.044030224573476,M,69.44721648686749,7
60.07297269697724,57.7901144928058,38.66753366120883,64.07297269697723,61.7901144928058,42.66753366120883,M,92.7950290977515,4
49.66618206176815,57.92532558329679,72.04805918568074,49.66618206176815,57.92532558329679,72.04805918568074,F,77.86424419628824,6
44.57757781627342,52.83672133780206,66.66905585133544,44.57757781627342,52.83672133780206,66.66905585133544,F,76.26315858458885,6
59.38949090125068,60.98189032894878,39.62765830962871,59.38949090125068,60.98189032894878,39.62765830962871,F,87.7226677946852,9
39.47893356822573,34.13267270631425,38.49672890321561,43.47893356822573,38.13267270631425,42.49672890321561,M,67.8153377868074,3
48.72211596968582,54.2721351120979,35.57953113499376,52.72211596968582,58.2721351120979,39.57953113499376,M,70.49661376075288,5
61.500458326822,67.05047746923408,40.80678295368611,65.500458326822,71.05047746923408,44.80678295368611,M,98.97452480049763,5
52.93683691828028,54.529236345978376,36.24497762206397,56.93683691828028,58.529236345978376,40.24497762206397,M,75.11129187220888,9
52.685109949599074,60.944253471127716,77.51038789985503,52.685109949599074,60.944253471127716,77.51038789985503,F,91.33568421408307,6
37.40252863554226,35.2563416160767,36.748827497634856,41.40252863554226,39.2563416160767,40.748827497634856,M,60.61493355085477,1
48.05779880884655,42.711537946935074,47.4153404328082,52.05779880884655,46.711537946935074,51.4153404328082,M,73.09483197957098,3
50.920545295755844,48.796219419812935,45.95902662155301,50.920545295755844,48.796219419812935,45.95902662155301,F,78.78423903636832,8
55.87018449604025,55.997081003319174,31.445923957388494,59.87018449604025,59.997081003319174,35.445923957388494,M,78.00038545205797,2
44.89881584437616,39.552554982464684,43.73181136480578,44.89881584437616,39.552554982464684,43.73181136480578,F,64.94363740489163,3
48.3204965698651,46.17430955039954,48.02573256610543,48.3204965698651,46.17430955039954,48.02573256610543,F,75.19259274625371,1
46.32599595401733,51.89726935215911,40.5303975593275,46.32599595401733,51.89726935215911,40.5303975593275,F,64.22579346888018,7
48.345477547407604,42.99921668549613,48.28425986444746,48.345477547407604,42.99921668549613,48.28425986444746,F,82.12703325244283,3
58.38873493069871,63.93875407311079,41.17570313681006,58.38873493069871,63.93875407311079,41.17570313681006,F,85.84775089860646,5
31.262353498254996,29.138027622312087,27.238380294202493,31.262353498254996,29.138027622312087,27.238380294202493,F,52.750123035125874,8
55.36920416836508,56.96160359606318,35.69640159830578,59.36920416836508,60.96160359606318,39.69640159830578,M,87.35693462300144,9
32.7605486978939,30.614361678428345,32.15546750410359,36.7605486978939,34.614361678428345,36.15546750410359,M,62.58955503191509,1
51.00609263594653,48.85990561648097,50.8185616983273,51.00609263594653,48.85990561648097,50.8185616983273,F,79.54769268982633,1
42.959697535002874,40.81351051553732,42.82267538117219,42.959697535002874,40.81351051553732,42.82267538117219,F,81.59902638142609,1
45.34312613466617,50.893145277078254,31.53646115383332,49.34312613466617,54.893145277078254,35.53646115383332,M,73.00110171898567,5
35.487152965368736,33.362827089425835,30.89423266592546,35.487152965368736,33.362827089425835,30.89423266592546,F,68.54886043140208,8
45.12850595671651,50.67852509912859,30.35346229629378,45.12850595671651,50.67852509912859,30.35346229629378,F,76.6532102124205,5
45.81325895390084,43.5304007497294,27.170612538241656,49.81325895390084,47.5304007497294,31.170612538241656,M,79.38818700714454,4
54.69038736468337,52.40752916051193,35.131777714672,54.69038736468337,52.40752916051193,35.131777714672,F,83.83302819948705,4
34.327704430061715,39.8777235724738,25.43291524363329,34.327704430061715,39.8777235724738,25.43291524363329,F,54.47663016098048,5
35.47512815034213,33.35080227439922,31.239184174653296,35.47512815034213,33.35080227439922,31.239184174653296,F,58.636207319409756,8
60.7595901450147,62.351989572712796,40.61280990412939,60.7595901450147,62.351989572712796,40.61280990412939,F,89.30402341188183,9
61.0789962839181,61.20589279119702,34.30479149244941,61.0789962839181,61.20589279119702,34.30479149244941,F,85.46628847111548,2
55.14384666558965,53.01952078964674,50.16184964458947,55.14384666558965,53.01952078964674,50.16184964458947,F,79.35288948907682,8
43.61967950984804,38.273418647936566,43.56005459287728,47.61967950984804,42.273418647936566,47.56005459287728,M,82.1517840711106,3
58.4691400011813,53.12287913926983,58.53950398529099,58.4691400011813,53.12287913926983,58.53950398529099,F,84.17174917641003,3
28.052698153973076,33.60271729638516,20.771611103129562,28.052698153973076,33.60271729638516,20.771611103129562,F,48.39077201534319,5
52.691630373285065,50.56730449734216,47.466555354061214,52.691630373285065,50.56730449734216,47.466555354061214,F,86.10277096638819,8
48.74735303375205,54.29737217616413,35.69664204791271,52.74735303375205,58.29737217616413,39.69664204791271,M,70.15012403437674,5
47.583648751205885,53.15492214934766,39.473046745835696,51.583648751205885,57.15492214934766,43.473046745835696,M,77.30616830631202,7
45.27224697749304,46.86464640519114,29.325978709560268,49.27224697749304,50.86464640519114,33.32597870956027,M,72.04842199116423,9
52.486736901546486,50.36241102560358,47.347483298240256,56.486736901546486,54.36241102560358,51.347483298240256,M,83.71964954078744,8
47.896927865754556,56.1560713872832,69.12725212576186,51.896927865754556,60.1560713872832,73.12725212576186,M,71.51527551044389,6
52.149272224807525,60.40841574633617,74.95208643167373,52.149272224807525,60.40841574633617,74.95208643167373,F,80.18503765888248,6
